dataset,img_size,training_procedure,architecture,seed,ACC,AUC
chestmnist,28,endToEnd,densenet121,9930641,0.9477810113926549,0.7656752974112466
chestmnist,28,endToEnd,densenet121,9930641,0.9477810113926549,0.7656752974112466
chestmnist,28,endToEnd,densenet121,9930641,0.9477810113926549,0.7656752974112466
chestmnist,28,endToEnd,densenet121,9930641,0.9477810113926549,0.7656752974112466
